form_terenu,eksp_sloneczna,nachylenie,pietro,wysokosc,pora_roku,deszcz48h,snieg48h,wiatr48h,wzr_temp
True,True,True,True,False,True,False,True,True,True,umiarkowane
True,True,True,True,False,True,False,True,True,False,umiarkowane
True,True,True,True,False,True,False,True,False,True,umiarkowane
True,True,True,True,False,True,False,True,False,False,umiarkowane
True,True,True,True,False,True,False,False,True,True,umiarkowane
True,True,True,True,False,True,False,False,True,False,umiarkowane
True,True,True,True,False,True,False,False,False,True,umiarkowane
True,True,True,True,False,True,False,False,False,False,umiarkowane
True,True,True,True,False,False,True,True,True,True,umiarkowane
True,True,True,True,False,False,True,True,True,False,umiarkowane
True,True,True,True,False,False,True,True,False,True,umiarkowane
True,True,True,True,False,False,True,True,False,False,umiarkowane
True,True,True,True,False,False,True,False,True,True,niskie
True,True,True,True,False,False,True,False,True,False,niskie
True,True,True,True,False,False,True,False,False,True,niskie
True,True,True,True,False,False,True,False,False,False,niskie
True,True,True,True,False,False,False,True,True,True,umiarkowane
True,True,True,True,False,False,False,True,True,False,umiarkowane
True,True,True,True,False,False,False,True,False,True,umiarkowane
True,True,True,True,False,False,False,True,False,False,umiarkowane
True,True,True,True,False,False,False,False,True,True,niskie
True,True,True,True,False,False,False,False,True,False,niskie
True,True,True,True,False,False,False,False,False,True,niskie
True,True,True,True,False,False,False,False,False,False,niskie
True,True,True,False,True,True,True,True,True,True,umiarkowane
True,True,True,False,True,True,True,True,True,False,umiarkowane
True,True,True,False,True,True,True,True,False,True,umiarkowane
True,True,True,False,True,True,True,True,False,False,umiarkowane
True,True,True,False,True,True,True,False,True,True,umiarkowane
True,True,True,False,True,True,True,False,True,False,umiarkowane
True,True,True,False,True,True,True,False,False,True,umiarkowane
True,True,True,False,True,True,True,False,False,False,umiarkowane
True,True,True,False,True,True,False,True,True,True,umiarkowane
True,True,True,False,True,True,False,True,True,False,umiarkowane
True,True,True,False,True,True,False,True,False,True,umiarkowane
True,True,True,False,True,True,False,True,False,False,umiarkowane
True,True,True,False,True,True,False,False,True,True,umiarkowane
True,True,True,False,True,True,False,False,True,False,umiarkowane
True,True,True,False,True,True,False,False,False,True,umiarkowane
True,True,True,False,True,True,False,False,False,False,umiarkowane
True,True,True,False,True,False,True,True,True,True,umiarkowane
True,True,True,False,True,False,True,True,True,False,umiarkowane
True,True,True,False,True,False,True,True,False,True,umiarkowane
True,True,True,False,True,False,True,True,False,False,umiarkowane
True,True,True,False,True,False,True,False,True,True,niskie
True,True,True,False,True,False,True,False,True,False,niskie
True,True,True,False,True,False,True,False,False,True,niskie
True,True,True,False,True,False,True,False,False,False,niskie
True,True,True,False,True,False,False,True,True,True,umiarkowane
True,True,True,False,True,False,False,True,True,False,umiarkowane
True,True,True,False,True,False,False,True,False,True,umiarkowane
True,True,True,False,True,False,False,True,False,False,umiarkowane
True,True,True,False,True,False,False,False,True,True,niskie
True,True,True,False,True,False,False,False,True,False,niskie
True,True,True,False,True,False,False,False,False,True,niskie
True,True,True,False,True,False,False,False,False,False,niskie
True,True,True,False,False,True,True,True,True,True,umiarkowane
True,True,True,False,False,True,True,True,True,False,umiarkowane
True,True,True,False,False,True,True,True,False,True,umiarkowane
True,True,True,False,False,True,True,True,False,False,umiarkowane
True,True,True,False,False,True,True,False,True,True,umiarkowane
True,True,True,False,False,True,True,False,True,False,umiarkowane
True,True,True,False,False,True,True,False,False,True,umiarkowane
True,True,True,False,False,True,True,False,False,False,umiarkowane
True,True,True,False,False,True,False,True,True,True,umiarkowane
True,True,True,False,False,True,False,True,True,False,umiarkowane
True,True,True,False,False,True,False,True,False,True,umiarkowane
True,True,True,False,False,True,False,True,False,False,umiarkowane
True,True,True,False,False,True,False,False,True,True,umiarkowane
True,True,True,False,False,True,False,False,True,False,umiarkowane
True,True,True,False,False,True,False,False,False,True,umiarkowane
True,True,True,False,False,True,False,False,False,False,umiarkowane
True,True,True,False,False,False,True,True,True,True,umiarkowane
True,True,True,False,False,False,True,True,True,False,umiarkowane
True,True,True,False,False,False,True,True,False,True,umiarkowane
True,True,True,False,False,False,True,True,False,False,umiarkowane
True,True,True,False,False,False,True,False,True,True,niskie
True,True,True,False,False,False,True,False,True,False,niskie
True,True,True,False,False,False,True,False,False,True,niskie
True,True,True,False,False,False,True,False,False,False,niskie
True,True,True,False,False,False,False,True,True,True,umiarkowane
True,True,True,False,False,False,False,True,True,False,umiarkowane
True,True,True,False,False,False,False,True,False,True,umiarkowane
True,True,True,False,False,False,False,True,False,False,umiarkowane
True,True,True,False,False,False,False,False,True,True,niskie
True,True,True,False,False,False,False,False,True,False,niskie
True,True,True,False,False,False,False,False,False,True,niskie
True,True,True,False,False,False,False,False,False,False,niskie
True,True,False,True,True,True,True,True,True,True,umiarkowane
True,True,False,True,True,True,True,True,True,False,umiarkowane
True,True,False,True,True,True,True,True,False,True,umiarkowane
True,True,False,True,True,True,True,True,False,False,umiarkowane
True,True,False,True,True,True,True,False,True,True,umiarkowane
True,True,False,True,True,True,True,False,True,False,umiarkowane
True,True,False,True,True,True,True,False,False,True,umiarkowane
True,True,False,True,True,True,True,False,False,False,umiarkowane
True,True,False,True,True,True,False,True,True,True,umiarkowane
True,True,False,True,True,True,False,True,True,False,umiarkowane
True,True,False,True,True,True,False,True,False,True,umiarkowane
True,True,False,True,True,True,False,True,False,False,umiarkowane
True,True,False,True,True,True,False,False,True,True,umiarkowane
True,True,False,True,True,True,False,False,True,False,umiarkowane
True,True,False,True,True,True,False,False,False,True,umiarkowane
True,True,False,True,True,True,False,False,False,False,umiarkowane
True,True,False,True,True,False,True,True,True,True,umiarkowane
True,True,False,True,True,False,True,True,True,False,umiarkowane
True,True,False,True,True,False,True,True,False,True,umiarkowane
True,True,False,True,True,False,True,True,False,False,umiarkowane
True,True,False,True,True,False,True,False,True,True,niskie
True,True,False,True,True,False,True,False,True,False,niskie
True,True,False,True,True,False,True,False,False,True,niskie
True,True,False,True,True,False,True,False,False,False,niskie
True,True,False,True,True,False,False,True,True,True,umiarkowane
True,True,False,True,True,False,False,True,True,False,umiarkowane
True,True,False,True,True,False,False,True,False,True,umiarkowane
True,True,False,True,True,False,False,True,False,False,umiarkowane
True,True,False,True,True,False,False,False,True,True,niskie
True,True,False,True,True,False,False,False,True,False,niskie
True,True,False,True,True,False,False,False,False,True,niskie
True,True,False,True,True,False,False,False,False,False,niskie
True,True,False,True,False,True,True,True,True,True,umiarkowane
True,True,False,True,False,True,True,True,True,False,umiarkowane
True,True,False,True,False,True,True,True,False,True,umiarkowane
True,True,False,True,False,True,True,True,False,False,umiarkowane
True,True,False,True,False,True,True,False,True,True,umiarkowane
True,True,False,True,False,True,True,False,True,False,umiarkowane
True,True,False,True,False,True,True,False,False,True,umiarkowane
True,True,False,True,False,True,True,False,False,False,umiarkowane
True,True,False,True,False,True,False,True,True,True,umiarkowane
True,True,False,True,False,True,False,True,True,False,umiarkowane
True,True,False,True,False,True,False,True,False,True,umiarkowane
True,True,False,True,False,True,False,True,False,False,umiarkowane
True,True,False,True,False,True,False,False,True,True,umiarkowane
True,True,False,True,False,True,False,False,True,False,umiarkowane
True,True,False,True,False,True,False,False,False,True,umiarkowane
True,True,False,True,False,True,False,False,False,False,umiarkowane
True,True,False,True,False,False,True,True,True,True,umiarkowane
True,True,False,True,False,False,True,True,True,False,umiarkowane
True,True,False,True,False,False,True,True,False,True,umiarkowane
True,True,False,True,False,False,True,True,False,False,umiarkowane
True,True,False,True,False,False,True,False,True,True,niskie
True,True,False,True,False,False,True,False,True,False,niskie
True,True,False,True,False,False,True,False,False,True,niskie
True,True,False,True,False,False,True,False,False,False,niskie
True,True,False,True,False,False,False,True,True,True,umiarkowane
True,True,False,True,False,False,False,True,True,False,umiarkowane
True,True,False,True,False,False,False,True,False,True,umiarkowane
True,True,False,True,False,False,False,True,False,False,umiarkowane
True,True,False,True,False,False,False,False,True,True,niskie
True,True,False,True,False,False,False,False,True,False,niskie
True,True,False,True,False,False,False,False,False,True,niskie
True,True,False,True,False,False,False,False,False,False,niskie
True,True,False,False,True,True,True,True,True,True,umiarkowane
True,True,False,False,True,True,True,True,True,False,umiarkowane
True,True,False,False,True,True,True,True,False,True,umiarkowane
True,True,False,False,True,True,True,True,False,False,umiarkowane
True,True,False,False,True,True,True,False,True,True,umiarkowane
True,True,False,False,True,True,True,False,True,False,umiarkowane
True,True,False,False,True,True,True,False,False,True,umiarkowane
True,True,False,False,True,True,True,False,False,False,umiarkowane
True,True,False,False,True,True,False,True,True,True,umiarkowane
True,True,False,False,True,True,False,True,True,False,umiarkowane
True,True,False,False,True,True,False,True,False,True,umiarkowane
True,True,False,False,True,True,False,True,False,False,umiarkowane
True,True,False,False,True,True,False,False,True,True,umiarkowane
True,True,False,False,True,True,False,False,True,False,umiarkowane
True,True,False,False,True,True,False,False,False,True,umiarkowane
True,True,False,False,True,True,False,False,False,False,umiarkowane
True,True,False,False,True,False,True,True,True,True,umiarkowane
True,True,False,False,True,False,True,True,True,False,umiarkowane
True,True,False,False,True,False,True,True,False,True,umiarkowane
True,True,False,False,True,False,True,True,False,False,umiarkowane
True,True,False,False,True,False,True,False,True,True,niskie
True,True,False,False,True,False,True,False,True,False,niskie
True,True,False,False,True,False,True,False,False,True,niskie
True,True,False,False,True,False,True,False,False,False,niskie
True,True,False,False,True,False,False,True,True,True,umiarkowane
True,True,False,False,True,False,False,True,True,False,umiarkowane
True,True,False,False,True,False,False,True,False,True,umiarkowane
True,True,False,False,True,False,False,True,False,False,umiarkowane
True,True,False,False,True,False,False,False,True,True,niskie
True,True,False,False,True,False,False,False,True,False,niskie
True,True,False,False,True,False,False,False,False,True,niskie
True,True,False,False,True,False,False,False,False,False,niskie
True,True,False,False,False,True,True,True,True,True,umiarkowane
True,True,False,False,False,True,True,True,True,False,umiarkowane
True,True,False,False,False,True,True,True,False,True,umiarkowane
True,True,False,False,False,True,True,True,False,False,umiarkowane
True,True,False,False,False,True,True,False,True,True,umiarkowane
True,True,False,False,False,True,True,False,True,False,umiarkowane
True,True,False,False,False,True,True,False,False,True,umiarkowane
True,True,False,False,False,True,True,False,False,False,umiarkowane
True,True,False,False,False,True,False,True,True,True,umiarkowane
True,True,False,False,False,True,False,True,True,False,umiarkowane
True,True,False,False,False,True,False,True,False,True,umiarkowane
True,True,False,False,False,True,False,True,False,False,umiarkowane
True,True,False,False,False,True,False,False,True,True,umiarkowane
True,True,False,False,False,True,False,False,True,False,umiarkowane
True,True,False,False,False,True,False,False,False,True,umiarkowane
True,True,False,False,False,True,False,False,False,False,umiarkowane
True,True,False,False,False,False,True,True,True,True,umiarkowane
True,True,False,False,False,False,True,True,True,False,umiarkowane
True,True,False,False,False,False,True,True,False,True,umiarkowane
True,True,False,False,False,False,True,True,False,False,umiarkowane
True,True,False,False,False,False,True,False,True,True,niskie
True,True,False,False,False,False,True,False,True,False,niskie
True,True,False,False,False,False,True,False,False,True,niskie
True,True,False,False,False,False,True,False,False,False,niskie
True,True,False,False,False,False,False,True,True,True,umiarkowane
True,True,False,False,False,False,False,True,True,False,umiarkowane
True,True,False,False,False,False,False,True,False,True,umiarkowane
True,True,False,False,False,False,False,True,False,False,umiarkowane
True,True,False,False,False,False,False,False,True,True,niskie
True,True,False,False,False,False,False,False,True,False,niskie
True,True,False,False,False,False,False,False,False,True,niskie
True,True,False,False,False,False,False,False,False,False,niskie
True,False,True,True,True,True,True,True,True,True,umiarkowane
True,False,True,True,True,True,True,True,True,False,umiarkowane
True,False,True,True,True,True,True,True,False,True,umiarkowane
True,False,True,True,True,True,True,True,False,False,umiarkowane
True,False,True,True,True,True,True,False,True,True,umiarkowane
True,False,True,True,True,True,True,False,True,False,umiarkowane
True,False,True,True,True,True,True,False,False,True,umiarkowane
True,False,True,True,True,True,True,False,False,False,umiarkowane
True,False,True,True,True,True,False,True,True,True,umiarkowane
True,False,True,True,True,True,False,True,True,False,umiarkowane
True,False,True,True,True,True,False,True,False,True,umiarkowane
True,False,True,True,True,True,False,True,False,False,umiarkowane
True,False,True,True,True,True,False,False,True,True,umiarkowane
True,False,True,True,True,True,False,False,True,False,umiarkowane
True,False,True,True,True,True,False,False,False,True,umiarkowane
True,False,True,True,True,True,False,False,False,False,umiarkowane
True,False,True,True,True,False,True,True,True,True,umiarkowane
True,False,True,True,True,False,True,True,True,False,umiarkowane
True,False,True,True,True,False,True,True,False,True,umiarkowane
True,False,True,True,True,False,True,True,False,False,umiarkowane
True,False,True,True,True,False,True,False,True,True,niskie
True,False,True,True,True,False,True,False,True,False,niskie
True,False,True,True,True,False,True,False,False,True,niskie
True,False,True,True,True,False,True,False,False,False,niskie
True,False,True,True,True,False,False,True,True,True,umiarkowane
True,False,True,True,True,False,False,True,True,False,umiarkowane
True,False,True,True,True,False,False,True,False,True,umiarkowane
True,False,True,True,True,False,False,True,False,False,umiarkowane
True,False,True,True,True,False,False,False,True,True,niskie
True,False,True,True,True,False,False,False,True,False,niskie
True,False,True,True,True,False,False,False,False,True,niskie
True,False,True,True,True,False,False,False,False,False,niskie
True,False,True,True,False,True,True,True,True,True,umiarkowane
True,False,True,True,False,True,True,True,True,False,umiarkowane
True,False,True,True,False,True,True,True,False,True,umiarkowane
True,False,True,True,False,True,True,True,False,False,umiarkowane
True,False,True,True,False,True,True,False,True,True,umiarkowane
True,False,True,True,False,True,True,False,True,False,umiarkowane
True,False,True,True,False,True,True,False,False,True,umiarkowane
True,False,True,True,False,True,True,False,False,False,umiarkowane
True,False,True,True,False,True,False,True,True,True,umiarkowane
True,False,True,True,False,True,False,True,True,False,umiarkowane
True,False,True,True,False,True,False,True,False,True,umiarkowane
True,False,True,True,False,True,False,True,False,False,umiarkowane
True,False,True,True,False,True,False,False,True,True,umiarkowane
True,False,True,True,False,True,False,False,True,False,umiarkowane
True,False,True,True,False,True,False,False,False,True,umiarkowane
True,False,True,True,False,True,False,False,False,False,umiarkowane
True,False,True,True,False,False,True,True,True,True,umiarkowane
True,False,True,True,False,False,True,True,True,False,umiarkowane
True,False,True,True,False,False,True,True,False,True,umiarkowane
True,False,True,True,False,False,True,True,False,False,umiarkowane
True,False,True,True,False,False,True,False,True,True,niskie
True,False,True,True,False,False,True,False,True,False,niskie
True,False,True,True,False,False,True,False,False,True,niskie
True,False,True,True,False,False,True,False,False,False,niskie
True,False,True,True,False,False,False,True,True,True,umiarkowane
True,False,True,True,False,False,False,True,True,False,umiarkowane
True,False,True,True,False,False,False,True,False,True,umiarkowane
True,False,True,True,False,False,False,True,False,False,umiarkowane
True,False,True,True,False,False,False,False,True,True,niskie
True,False,True,True,False,False,False,False,True,False,niskie
True,False,True,True,False,False,False,False,False,True,niskie
True,False,True,True,False,False,False,False,False,False,niskie
True,False,True,False,True,True,True,True,True,True,umiarkowane
True,False,True,False,True,True,True,True,True,False,umiarkowane
True,False,True,False,True,True,True,True,False,True,umiarkowane
True,False,True,False,True,True,True,True,False,False,umiarkowane
True,False,True,False,True,True,True,False,True,True,umiarkowane
True,False,True,False,True,True,True,False,True,False,umiarkowane
True,False,True,False,True,True,True,False,False,True,umiarkowane
True,False,True,False,True,True,True,False,False,False,umiarkowane
True,False,True,False,True,True,False,True,True,True,umiarkowane
True,False,True,False,True,True,False,True,True,False,umiarkowane
True,False,True,False,True,True,False,True,False,True,umiarkowane
True,False,True,False,True,True,False,True,False,False,umiarkowane
True,False,True,False,True,True,False,False,True,True,umiarkowane
True,False,True,False,True,True,False,False,True,False,umiarkowane
True,False,True,False,True,True,False,False,False,True,umiarkowane
True,False,True,False,True,True,False,False,False,False,umiarkowane
True,False,True,False,True,False,True,True,True,True,umiarkowane
True,False,True,False,True,False,True,True,True,False,umiarkowane
True,False,True,False,True,False,True,True,False,True,umiarkowane
True,False,True,False,True,False,True,True,False,False,umiarkowane
True,False,True,False,True,False,True,False,True,True,niskie
True,False,True,False,True,False,True,False,True,False,niskie
True,False,True,False,True,False,True,False,False,True,niskie
True,False,True,False,True,False,True,False,False,False,niskie
True,False,True,False,True,False,False,True,True,True,umiarkowane
True,False,True,False,True,False,False,True,True,False,umiarkowane
True,False,True,False,True,False,False,True,False,True,umiarkowane
True,False,True,False,True,False,False,True,False,False,umiarkowane
True,False,True,False,True,False,False,False,True,True,niskie
True,False,True,False,True,False,False,False,True,False,niskie
True,False,True,False,True,False,False,False,False,True,niskie
True,False,True,False,True,False,False,False,False,False,niskie
True,False,True,False,False,True,True,True,True,True,umiarkowane
True,False,True,False,False,True,True,True,True,False,umiarkowane
True,False,True,False,False,True,True,True,False,True,umiarkowane
True,False,True,False,False,True,True,True,False,False,umiarkowane
True,False,True,False,False,True,True,False,True,True,umiarkowane
True,False,True,False,False,True,True,False,True,False,umiarkowane
True,False,True,False,False,True,True,False,False,True,umiarkowane
True,False,True,False,False,True,True,False,False,False,umiarkowane
True,False,True,False,False,True,False,True,True,True,umiarkowane
True,False,True,False,False,True,False,True,True,False,umiarkowane
True,False,True,False,False,True,False,True,False,True,umiarkowane
True,False,True,False,False,True,False,True,False,False,umiarkowane
True,False,True,False,False,True,False,False,True,True,umiarkowane
True,False,True,False,False,True,False,False,True,False,umiarkowane
True,False,True,False,False,True,False,False,False,True,umiarkowane
True,False,True,False,False,True,False,False,False,False,umiarkowane
True,False,True,False,False,False,True,True,True,True,umiarkowane
True,False,True,False,False,False,True,True,True,False,umiarkowane
True,False,True,False,False,False,True,True,False,True,umiarkowane
True,False,True,False,False,False,True,True,False,False,umiarkowane
True,False,True,False,False,False,True,False,True,True,niskie
True,False,True,False,False,False,True,False,True,False,niskie
True,False,True,False,False,False,True,False,False,True,niskie
True,False,True,False,False,False,True,False,False,False,niskie
True,False,True,False,False,False,False,True,True,True,umiarkowane
True,False,True,False,False,False,False,True,True,False,umiarkowane
True,False,True,False,False,False,False,True,False,True,umiarkowane
True,False,True,False,False,False,False,True,False,False,umiarkowane
True,False,True,False,False,False,False,False,True,True,niskie
True,False,True,False,False,False,False,False,True,False,niskie
True,False,True,False,False,False,False,False,False,True,niskie
True,False,True,False,False,False,False,False,False,False,niskie
True,False,False,True,True,True,True,True,True,True,umiarkowane
True,False,False,True,True,True,True,True,True,False,umiarkowane
True,False,False,True,True,True,True,True,False,True,umiarkowane
True,False,False,True,True,True,True,True,False,False,umiarkowane
True,False,False,True,True,True,True,False,True,True,umiarkowane
True,False,False,True,True,True,True,False,True,False,umiarkowane
True,False,False,True,True,True,True,False,False,True,umiarkowane
True,False,False,True,True,True,True,False,False,False,umiarkowane
True,False,False,True,True,True,False,True,True,True,umiarkowane
True,False,False,True,True,True,False,True,True,False,umiarkowane
True,False,False,True,True,True,False,True,False,True,umiarkowane
True,False,False,True,True,True,False,True,False,False,umiarkowane
True,False,False,True,True,True,False,False,True,True,umiarkowane
True,False,False,True,True,True,False,False,True,False,umiarkowane
True,False,False,True,True,True,False,False,False,True,umiarkowane
True,False,False,True,True,True,False,False,False,False,umiarkowane
True,False,False,True,True,False,True,True,True,True,umiarkowane
True,False,False,True,True,False,True,True,True,False,umiarkowane
True,False,False,True,True,False,True,True,False,True,umiarkowane
True,False,False,True,True,False,True,True,False,False,umiarkowane
True,False,False,True,True,False,True,False,True,True,niskie
True,False,False,True,True,False,True,False,True,False,niskie
True,False,False,True,True,False,True,False,False,True,niskie
True,False,False,True,True,False,True,False,False,False,niskie
True,False,False,True,True,False,False,True,True,True,umiarkowane
True,False,False,True,True,False,False,True,True,False,umiarkowane
True,False,False,True,True,False,False,True,False,True,umiarkowane
True,False,False,True,True,False,False,True,False,False,umiarkowane
True,False,False,True,True,False,False,False,True,True,niskie
True,False,False,True,True,False,False,False,True,False,niskie
True,False,False,True,True,False,False,False,False,True,niskie
True,False,False,True,True,False,False,False,False,False,niskie
True,False,False,True,False,True,True,True,True,True,umiarkowane
True,False,False,True,False,True,True,True,True,False,umiarkowane
True,False,False,True,False,True,True,True,False,True,umiarkowane
True,False,False,True,False,True,True,True,False,False,umiarkowane
True,False,False,True,False,True,True,False,True,True,umiarkowane
True,False,False,True,False,True,True,False,True,False,umiarkowane
True,False,False,True,False,True,True,False,False,True,umiarkowane
True,False,False,True,False,True,True,False,False,False,umiarkowane
True,False,False,True,False,True,False,True,True,True,umiarkowane
True,False,False,True,False,True,False,True,True,False,umiarkowane
True,False,False,True,False,True,False,True,False,True,umiarkowane
True,False,False,True,False,True,False,True,False,False,umiarkowane
True,False,False,True,False,True,False,False,True,True,umiarkowane
True,False,False,True,False,True,False,False,True,False,umiarkowane
True,False,False,True,False,True,False,False,False,True,umiarkowane
True,False,False,True,False,True,False,False,False,False,umiarkowane
True,False,False,True,False,False,True,True,True,True,umiarkowane
True,False,False,True,False,False,True,True,True,False,umiarkowane
True,False,False,True,False,False,True,True,False,True,umiarkowane
True,False,False,True,False,False,True,True,False,False,umiarkowane
True,False,False,True,False,False,True,False,True,True,niskie
True,False,False,True,False,False,True,False,True,False,niskie
True,False,False,True,False,False,True,False,False,True,niskie
True,False,False,True,False,False,True,False,False,False,niskie
True,False,False,True,False,False,False,True,True,True,umiarkowane
True,False,False,True,False,False,False,True,True,False,umiarkowane
True,False,False,True,False,False,False,True,False,True,umiarkowane
True,False,False,True,False,False,False,True,False,False,umiarkowane
True,False,False,True,False,False,False,False,True,True,niskie
True,False,False,True,False,False,False,False,True,False,niskie
True,False,False,True,False,False,False,False,False,True,niskie
True,False,False,True,False,False,False,False,False,False,niskie
True,False,False,False,True,True,True,True,True,True,umiarkowane
True,False,False,False,True,True,True,True,True,False,umiarkowane
True,False,False,False,True,True,True,True,False,True,umiarkowane
True,False,False,False,True,True,True,True,False,False,umiarkowane
True,False,False,False,True,True,True,False,True,True,umiarkowane
True,False,False,False,True,True,True,False,True,False,umiarkowane
True,False,False,False,True,True,True,False,False,True,umiarkowane
True,False,False,False,True,True,True,False,False,False,umiarkowane
True,False,False,False,True,True,False,True,True,True,umiarkowane
True,False,False,False,True,True,False,True,True,False,umiarkowane
True,False,False,False,True,True,False,True,False,True,umiarkowane
True,False,False,False,True,True,False,True,False,False,umiarkowane
True,False,False,False,True,True,False,False,True,True,umiarkowane
True,False,False,False,True,True,False,False,True,False,umiarkowane
True,False,False,False,True,True,False,False,False,True,umiarkowane
True,False,False,False,True,True,False,False,False,False,umiarkowane
True,False,False,False,True,False,True,True,True,True,umiarkowane
True,False,False,False,True,False,True,True,True,False,umiarkowane
True,False,False,False,True,False,True,True,False,True,umiarkowane
True,False,False,False,True,False,True,True,False,False,umiarkowane
True,False,False,False,True,False,True,False,True,True,niskie
True,False,False,False,True,False,True,False,True,False,niskie
True,False,False,False,True,False,True,False,False,True,niskie
True,False,False,False,True,False,True,False,False,False,niskie
True,False,False,False,True,False,False,True,True,True,umiarkowane
True,False,False,False,True,False,False,True,True,False,umiarkowane
True,False,False,False,True,False,False,True,False,True,umiarkowane
True,False,False,False,True,False,False,True,False,False,umiarkowane
True,False,False,False,True,False,False,False,True,True,niskie
True,False,False,False,True,False,False,False,True,False,niskie
True,False,False,False,True,False,False,False,False,True,niskie
True,False,False,False,True,False,False,False,False,False,niskie
True,False,False,False,False,True,True,True,True,True,umiarkowane
True,False,False,False,False,True,True,True,True,False,umiarkowane
True,False,False,False,False,True,True,True,False,True,umiarkowane
True,False,False,False,False,True,True,True,False,False,umiarkowane
True,False,False,False,False,True,True,False,True,True,umiarkowane
True,False,False,False,False,True,True,False,True,False,umiarkowane
True,False,False,False,False,True,True,False,False,True,umiarkowane
True,False,False,False,False,True,True,False,False,False,umiarkowane
True,False,False,False,False,True,False,True,True,True,umiarkowane
True,False,False,False,False,True,False,True,True,False,umiarkowane
True,False,False,False,False,True,False,True,False,True,umiarkowane
True,False,False,False,False,True,False,True,False,False,umiarkowane
True,False,False,False,False,True,False,False,True,True,umiarkowane
True,False,False,False,False,True,False,False,True,False,umiarkowane
True,False,False,False,False,True,False,False,False,True,umiarkowane
True,False,False,False,False,True,False,False,False,False,umiarkowane
True,False,False,False,False,False,True,True,True,True,umiarkowane
True,False,False,False,False,False,True,True,True,False,umiarkowane
True,False,False,False,False,False,True,True,False,True,umiarkowane
True,False,False,False,False,False,True,True,False,False,umiarkowane
True,False,False,False,False,False,True,False,True,True,niskie
True,False,False,False,False,False,True,False,True,False,niskie
True,False,False,False,False,False,True,False,False,True,niskie
True,False,False,False,False,False,True,False,False,False,niskie
True,False,False,False,False,False,False,True,True,True,umiarkowane
True,False,False,False,False,False,False,True,True,False,umiarkowane
True,False,False,False,False,False,False,True,False,True,umiarkowane
True,False,False,False,False,False,False,True,False,False,umiarkowane
True,False,False,False,False,False,False,False,True,True,niskie
True,False,False,False,False,False,False,False,True,False,niskie
True,False,False,False,False,False,False,False,False,True,niskie
True,False,False,False,False,False,False,False,False,False,niskie
False,True,True,True,True,True,True,True,True,True,umiarkowane
False,True,True,True,True,True,True,True,True,False,umiarkowane
False,True,True,True,True,True,True,True,False,True,umiarkowane
False,True,True,True,True,True,True,True,False,False,umiarkowane
False,True,True,True,True,True,True,False,True,True,umiarkowane
False,True,True,True,True,True,True,False,True,False,umiarkowane
False,True,True,True,True,True,True,False,False,True,umiarkowane
False,True,True,True,True,True,True,False,False,False,umiarkowane
False,True,True,True,True,True,False,True,True,True,umiarkowane
False,True,True,True,True,True,False,True,True,False,umiarkowane
False,True,True,True,True,True,False,True,False,True,umiarkowane
False,True,True,True,True,True,False,True,False,False,umiarkowane
False,True,True,True,True,True,False,False,True,True,umiarkowane
False,True,True,True,True,True,False,False,True,False,umiarkowane
False,True,True,True,True,True,False,False,False,True,umiarkowane
False,True,True,True,True,True,False,False,False,False,umiarkowane
False,True,True,True,True,False,True,True,True,True,umiarkowane
